impress;teacher
impress;woman
impress;judge
impress;professor
impress;boss
impress;reader
impress;owner
impress;buyer
impress;interviewer
improve;habit
improve;grade
improve;system
improve;subject
improve;business
improve;profit
improve;response
improve;ranking
improve;concept
improve;situation
include;table
include;graphic
include;image
include;position
include;branch
include;sport
include;picture
include;name
include;draft
include;model
increase;salary
increase;bill
increase;rent
increase;sale
increase;output
increase;wage
increase;price
increase;bounty
increase;power
increase;rate
influence;friend
influence;child
influence;country
influence;city
influence;employee
influence;income
influence;emotion
influence;character
influence;environment
influence;vibe
invent;technology
invent;system
invent;process
invent;alternative
invent;wheel
invent;theory
invent;technology
invent;solution
invent;design
invent;test
join;club
join;class
join;team
join;force
join;meeting
join;game
join;crowd
join;sorority
join;army
join;crowd
judge;criminal
judge;prisoner
judge;book
judge;taste
judge;appearance
judge;construction
judge;concept
judge;decision
judge;question
judge;principle
kick;ass
kick;ball
kick;bucket
kick;window
kick;habit
kick;door
kick;desk
kick;can
kick;tire
kick;pillow
love;idea
love;present
love;city
love;challenge
love;journey
love;movie
love;newcomer
love;news
love;update
love;beach
manage;company
manage;fund
manage;investment
manage;worker
manage;team
manage;resource
manage;problem
manage;crisis
manage;time
manage;department
mark;place
mark;score
mark;date
mark;session
mark;achievement
mark;rank
mark;calendar
mark;mail
mark;anniversary
mark;territory
move;box
move;car
move;table
move;date
move;board
move;stone
move;headquarter
move;folder
move;boat
move;appointment
notice;change
notice;difference
notice;similarity
notice;mistake
notice;rainbow
notice;moment
notice;light
notice;post
notice;death
notice;smell
observe;planet
observe;landscape
observe;sky
observe;field
observe;creature
observe;universe
observe;interaction
observe;conversation
observe;bird
observe;star
obtain;fund
obtain;aid
obtain;point
obtain;approval
obtain;result
obtain;sample
obtain;copy
obtain;report
obtain;list
obtain;accreditation
offend;player
offend;competitor
offend;culture
offend;athlete
offend;artist
offend;guest
offend;customer
offend;client
offend;host
offend;enemy
offer;help
offer;payment
offer;flexibility
offer;job
offer;advice
offer;discount
offer;seat
offer;favor
offer;reward
offer;experience
open;envelop
open;track
open;eye
open;show
open;shop
open;theater
open;museum
open;gate
open;file
open;trunk
own;fund
own;equity
own;building
own;stock
own;ranch
own;apartment
own;company
own;plant
own;factory
own;collection
pass;exam
pass;test
pass;obstacle
pass;ticket
pass;difficulty
pass;tunnel
pass;towel
pass;lane
pass;line
pass;blanket
phone;manager
phone;office
phone;doctor
phone;assistant
phone;daughter
phone;sister
phone;brother
phone;grandmother
phone;authority
phone;lawyer
plan;trip
plan;route
plan;project
plan;assignment
plan;strategy
plan;tactic
plan;route
plan;schedule
plan;campaign
plan;visit
play;game
play;video
play;ball
play;guitar
play;recording
play;violin
play;flute
play;drum
play;trumpet
play;song
please;audience
please;fan
please;woman
please;twin
please;pet
please;celebrity
please;enemy
please;king
please;appetite
please;student
press;button
press;door
press;magazine
press;weight
press;link
press;newspaper
press;material
press;paper
press;brochure
press;number
prevent;turmoil
prevent;accident
prevent;injury
prevent;fight
prevent;error
prevent;wedding
prevent;strike
prevent;fire
prevent;disease
prevent;disaster
print;paper
print;magazine
print;document
print;leaflet
print;poster
print;record
print;curriculum
print;barcode
print;figure
print;license
produce;result
produce;sample
produce;item
produce;electricity
produce;prototype
produce;series
produce;garment
produce;result
produce;crop
produce;movie
program;software
program;processor
program;firmware
program;system
program;update
program;mechanism
program;device
program;robot
program;simulator
program;operation
provide;vehicle
provide;insurance
provide;idea
provide;album
provide;customer
provide;security
provide;network
provide;support
provide;direction
provide;story
pull;door
pull;trigger
pull;gun
pull;knob
pull;plug
pull;chain
pull;alarm
pull;cable
pull;sled
pull;weight
punish;dog
punish;traitor
punish;criminal
punish;son
punish;insult
punish;member
punish;mistake
punish;lie
punish;hypocrisy
punish;taxpayer
push;door
push;button
push;needle
push;frontier
push;innovation
push;research
push;market
push;boundary
push;supply
push;demand
receive;honor
receive;present
receive;respect
receive;blessing
receive;mail
receive;post
receive;offer
receive;credit
receive;signal
receive;award
record;song
record;album
record;soundtrack
record;music
record;voice
record;memory
record;day
record;moment
record;expense
record;history
refuse;deal
refuse;offer
refuse;price
refuse;suggestion
refuse;proposal
refuse;trade
refuse;advantage
refuse;admission
refuse;publication
refuse;invitation
remember;promise
remember;story
remember;title
remember;joke
remember;trick
remember;sentence
remember;score
remember;password
remember;appointment
remember;location
remove;scratch
remove;sticker
remove;cover
remove;plug
remove;key
remove;graffiti
remove;prejudice
remove;layer
remove;benefit
remove;stain
report;case
report;service
report;result
report;incident
report;change
report;discovery
report;presentation
report;activity
report;secret
report;casualty
reproduce;item
reproduce;result
reproduce;cell
reproduce;quality
reproduce;result
reproduce;pattern
reproduce;experiment
reproduce;fabric
reproduce;product
reproduce;organism
request;transfer
request;report
request;raise
request;package
request;disclosure
request;pleasure
request;loan
request;help
request;release
request;certificate
reduce;tax
reduce;price
reduce;cost
reduce;pollution
reduce;volume
reduce;risk
reduce;stress
reduce;quantity
reduce;demand
reduce;weight
rob;bank
rob;owner
rob;store
rob;tourist
rob;passenger
rob;truck
rob;shop
rob;state
rob;freedom
rob;suitcase
roll;dice
roll;ball
roll;cigarette
roll;carpet
roll;bead
roll;wheel
roll;wagon
roll;cart
roll;marble
roll;cube
rub;feet
rub;back
rub;shoulder
rub;face
rub;hand
rub;nose
rub;arm
rub;surface
rub;floor
rub;eye
ruin;hotel
ruin;business
ruin;reputation
ruin;plan
ruin;dream
ruin;relationship
ruin;chance
ruin;holiday
ruin;career
ruin;party
rule;show
rule;kingdom
rule;empire
rule;world
rule;partner
rule;subordinate
rule;market
rule;sea
rule;sport
rule;territory
rush;work
rush;bill
rush;thing
rush;process
rush;order
rush;production
rush;plan
rush;program
rush;project
rush;decision
satisfy;customer
satisfy;fan
satisfy;client
satisfy;person
satisfy;expectation
satisfy;examiner
satisfy;requirement
satisfy;user
satisfy;need
satisfy;goal
save;time
save;energy
save;game
save;money
save;budget
save;soul
save;life
save;resource
save;forest
save;customer
scratch;surface
scratch;ear
scratch;paper
scratch;skin
scratch;disk
scratch;face
scratch;record
scratch;display
scratch;ice
scratch;case
serve;meal
serve;community
serve;church
serve;coffee
serve;banquet
serve;country
serve;people
serve;master
serve;customer
serve;sauce
settle;affair
settle;account
settle;debate
settle;issue
settle;matter
settle;dispute
settle;mind
settle;bill
settle;case
settle;score
shave;sheep
shave;beard
shave;hair
shave;fur
shave;mustache
shave;armpit
shave;head
shave;skin
shave;leg
shave;knee
sign;contract
sign;agreement
sign;copy
sign;deal
sign;subscription
sign;petition
sign;paper
sign;form
sign;document
sign;lease
slow;game
slow;process
slow;race
slow;movement
slow;connection
slow;train
slow;movement
slow;progression
slow;music
slow;process
smash;door
smash;table
smash;bowl
smash;roof
smash;plate
smash;insect
smash;ball
smash;nut
smash;hope
smash;lock
smell;smoke
smell;perfume
smell;flower
smell;rose
smell;ocean
smell;fruit
smell;sock
smell;spice
smell;paint
smell;meal
smoke;fish
smoke;meat
smoke;pipe
smoke;cigarette
smoke;salmon
smoke;tuna
smoke;turkey
smoke;chicken
smoke;ham
smoke;weed
spell;name
spell;address
spell;text
spell;word
spell;title
spell;expression
spell;surname
spell;verb
spell;translation
spell;noun
squeeze;lemon
squeeze;orange
squeeze;sponge
squeeze;bottle
squeeze;profit
squeeze;towel
squeeze;cloth
squeeze;lime
squeeze;material
squeeze;taxpayer
stop;fight
stop;traffic
stop;robber
stop;passion
stop;battle
stop;train
stop;war
stop;song
stop;video
stop;mistake
store;luggage
store;package
store;data
store;fat
store;energy
store;fruit
store;container
store;tank
store;medicine
store;bottle
support;team
support;city
support;society
support;beam
support;family
support;fact
support;policy
support;roof
support;candidate
support;criticism
surprise;colleague
surprise;guest
surprise;kid
surprise;family
surprise;winner
surprise;enemy
surprise;fan
surprise;nation
surprise;user
surprise;receiver
suspend;player
suspend;manager
suspend;worker
suspend;rule
suspend;operation
suspend;notification
suspend;election
suspend;service
suspend;project
suspend;user
switch;setting
switch;room
switch;order
switch;language
switch;outfit
switch;version
switch;transistor
switch;posture
switch;position
switch;profile
tame;tiger
tame;dragon
tame;lion
tame;horse
tame;devil
tame;predator
tame;flame
tame;beast
tame;animal
tame;monster
test;quality
test;experience
test;product
test;button
test;mechanism
test;value
test;hypothesis
test;theory
test;sample
test;prototype
touch;bar
touch;sky
touch;limit
touch;screen
touch;hand
touch;ear
touch;soul
touch;ground
touch;base
touch;heart
tour;lake
tour;city
tour;town
tour;site
tour;island
tour;valley
tour;continent
tour;country
tour;park
tour;museum
trace;suspect
trace;cost
trace;ancestor
trace;call
trace;footprint
trace;signal
trace;origin
trace;source
trace;movement
trace;path
trade;camel
trade;stock
trade;estate
trade;collection
trade;seat
trade;check
trade;item
trade;player
trade;soul
trade;ticket
transport;freight
transport;product
transport;container
transport;rock
transport;block
transport;box
transport;article
transport;fitting
transport;package
transport;passenger
travel;countryside
travel;ocean
travel;planet
travel;galaxy
travel;desert
travel;jungle
travel;forest
travel;mountain
travel;world
travel;sea
trust;lawyer
trust;stranger
trust;instinct
trust;market
trust;witness
trust;method
trust;host
trust;tenant
trust;partner
trust;guide
turn;side
turn;coin
turn;direction
turn;page
turn;egg
turn;wheel
turn;steak
turn;pan
turn;key
type;name
type;message
type;report
type;paper
type;answer
type;question
type;speech
type;email
type;essay
type;letter
type;text
unite;team
unite;worker
unite;country
unite;people
unite;opposition
unite;company
unite;opinion
unite;state
unite;club
unite;pair
use;scissors
use;tip
use;machine
use;color
use;escalator
use;elevator
use;employee
use;towel
use;opportunity
use;facility
visit;factory
visit;victim
visit;museum
visit;state
visit;university
visit;school
visit;church
visit;conference
visit;client
visit;parent
watch;action
watch;situation
watch;movie
watch;final
watch;show
watch;baby
watch;tournament
watch;play
watch;game
watch;trailer
walk;path
walk;dog
walk;trail
walk;highway
walk;field
walk;promenade
walk;floor
walk;horse
walk;camel
walk;line
waste;idea
waste;feedback
waste;electricity
waste;material
waste;outfit
waste;resource
waste;talent
waste;chance
waste;opportunity
waste;money
wrap;sandwich
wrap;burger
warp;present
wrap;baby
wrap;cover
wrap;foil
wrap;book
wrap;bag
wrap;luggage
wrap;gift
